station_id,station_name,latitude,longitude,aspect_degree,aspect_x_slope,aspect,elevation,rough,slope,waterdist,hk_ndvi,water25,water50,water100,water200,water400,relelev60,relelev120,relelev240,relelev480,relelev960,urbanicity_gauss10,urbanicity_gauss50,urbanicity_gauss100,avars_annual_range,avars_dewp_mean,avars_humid_mean,avars_max_tmax,avars_min_tmin,avars_press_mean,avars_tmean_mean,avars_windsp_mean,biovars_t_1,biovars_t_2,biovars_t_3,biovars_t_4,biovars_t_5,biovars_t_6,biovars_t_7,biovars_t_8,biovars_t_9,biovars_t_10,biovars_t_12,biovars_t_13,biovars_t_14,biovars_t_15,biovars_t_16,biovars_t_17,biovars_t_18,biovars_t_19,tmin_12_Dec,humid_11_Nov,humid_2_Feb,tmin_5_May,humid_3_Mar,dewp_6_Jun,mtmax_10_Oct,dewp_11_Nov,mtmin_9_Sep,prec_3_Mar,tmean_9_Sep,windsp_2_Feb,tmin_6_Jun,press_4_Apr,mtmax_7_Jul,dewp_5_May,mtmin_8_Aug,tmean_8_Aug,windsp_11_Nov,prec_2_Feb,windsp_3_Mar,dewp_7_Jul,mtmax_5_May,press_1_Jan,tmean_12_Dec,prec_12_Dec,tmax_8_Aug,mtmin_12_Dec,tmin_7_Jul,mtmax_6_Jun,tmax_9_Sep,tmax_10_Oct,press_8_Aug,humid_7_Jul,tmean_4_Apr,mtmin_4_Apr,press_9_Sep,tmax_11_Nov,windsp_7_Jul,mtmax_2_Feb,prec_7_Jul,mtmax_3_Mar,tmax_1_Jan,prec_5_May,press_12_Dec,tmax_4_Apr,mtmax_11_Nov,dewp_2_Feb,dewp_10_Oct,dewp_3_Mar,humid_6_Jun,humid_10_Oct,windsp_5_May,tmin_3_Mar,prec_6_Jun,mtmin_1_Jan,tmean_1_Jan,windsp_10_Oct,tmin_2_Feb,windsp_6_Jun,humid_5_May,tmax_12_Dec,press_6_Jun,tmin_4_Apr,mtmin_10_Oct,tmax_3_Mar,tmean_10_Oct,mtmax_1_Jan,press_5_May,prec_10_Oct,dewp_4_Apr,tmax_2_Feb,humid_9_Sep,dewp_1_Jan,mtmax_4_Apr,press_7_Jul,humid_8_Aug,press_11_Nov,prec_8_Aug,windsp_9_Sep,tmean_2_Feb,mtmin_2_Feb,mtmax_12_Dec,tmin_10_Oct,tmean_3_Mar,mtmin_3_Mar,prec_9_Sep,tmin_1_Jan,windsp_8_Aug,dewp_9_Sep,humid_1_Jan,dewp_8_Aug,mtmin_5_May,tmean_5_May,windsp_12_Dec,humid_12_Dec,tmin_11_Nov,windsp_1_Jan,tmin_8_Aug,mtmin_6_Jun,tmean_6_Jun,tmax_7_Jul,tmin_9_Sep,prec_1_Jan,press_10_Oct,dewp_12_Dec,mtmin_11_Nov,tmax_5_May,press_3_Mar,prec_4_Apr,press_2_Feb,windsp_4_Apr,mtmax_9_Sep,mtmin_7_Jul,tmean_7_Jul,tmax_6_Jun,mtmax_8_Aug,tmean_11_Nov,prec_11_Nov,humid_4_Apr
1005,Hon Wah College,22.264817,114.249942,164.48614376969817,2.1368330403789457,0.1913935138476335,13.483839765712759,9.57905900798077,6.042631008089655,302.4043556778875,0.12353661,0.757699275362338,0.583347881508572,0.5350980803375825,0.6179597316717418,0.43990994551362306,4.887010109851916,7.233743380669314,9.074716305303522,10.785169109197806,11.483839765712759,45.826054,36.762154,25.375227,26.268658,19.161386,78.02066,35.374752,9.106093,1012.6197,23.389648,12.4095,23.74032,4.606777,26.159864,497.44757,31.926418,14.323549,17.602869,29.064077,17.253141,29.06416,1998.2079,396.08386,26.741394,81.54543,1028.1125,87.09509,1027.2681,87.09509,9.961183,73.15662,77.36311,20.250395,79.64994,24.95941,28.501852,16.713392,26.133701,71.12077,28.120907,13.1031065,23.545105,1012.8048,31.791372,23.15694,26.610662,28.891289,13.882409,27.674374,12.607242,25.473665,28.49785,1020.06995,17.91763,26.762993,35.36682,15.859138,24.025787,30.923885,34.293118,32.148464,1005.32043,83.27521,22.665644,20.842682,1008.4161,29.509756,10.796204,19.300508,310.3076,21.33321,24.60698,294.19504,1019.6551,30.442858,24.834497,13.041863,20.223555,15.340965,83.137146,72.17091,11.092695,12.096725,396.08386,14.323549,16.154142,14.296031,9.880361,10.683434,83.20976,26.117477,1005.8271,16.412378,24.012533,27.602358,25.817854,18.737421,1008.99115,95.054306,19.815592,25.629538,77.29905,11.08328,25.129854,1005.48175,82.37427,1016.6724,321.72113,12.296249,16.747293,14.737009,20.56123,20.356024,18.831894,16.97019,238.16158,9.106093,11.937454,23.517542,72.527054,25.278017,24.179157,26.088531,13.569719,68.48428,15.226902,13.13305,24.009,26.448769,28.347544,34.98757,23.662975,32.657738,1013.5273,11.332421,20.435858,32.625645,1016.24445,138.55038,1018.4257,11.516405,30.992983,26.689936,28.884266,34.191902,31.91984,22.208773,45.918224,83.60072
1006,Ho Koon Education Center,22.38384169,114.1079789,193.10145997041332,-11.966979871215974,-0.6536715441369924,132.95765927592265,27.934879191249433,18.798224175442908,1370.1529847273189,0.323442,1.0000000000000426,0.9900063734864288,0.9393418237395905,0.9041702526045685,0.7994779887662495,18.47645183819735,35.85988052820324,64.27324516517321,103.64477343056504,127.90917650100458,7.0187564,7.508147,8.855561,28.725918,18.156666,79.12605,34.727962,6.002041,1012.7608,22.384726,9.988105,22.820217,6.3109627,32.15964,488.4302,31.313112,11.69153,19.621584,27.236725,16.327951,28.025454,2222.7373,464.3386,30.525307,83.889435,1157.0059,105.77888,1046.8317,105.77888,6.3617535,73.165344,79.07081,18.8871,80.8122,24.49203,28.269487,15.597113,24.524755,73.05315,27.247637,9.686692,22.157597,1012.4084,31.231018,22.182657,25.102879,27.806631,9.843184,30.525307,11.286484,24.641779,28.461262,1020.0194,16.426975,33.490963,34.66981,13.19614,23.11986,30.187225,33.892807,31.690838,1005.209,83.05231,22.0227,19.465717,1008.7176,29.6342,10.356515,19.88896,351.66626,21.993074,25.053545,340.9716,1020.2555,30.163366,24.72197,11.511025,19.346678,14.647691,86.0647,74.24974,10.939231,9.520567,464.3386,11.69153,14.82058,10.144553,7.639114,10.298574,85.16206,26.309612,1005.99,14.3476,21.71426,28.006618,24.495813,18.90338,1009.1488,97.7121,18.633028,26.255865,80.28645,9.412518,25.345694,1005.6595,83.27768,1017.2992,334.4841,9.562288,16.081604,13.479028,20.808676,17.590775,18.475475,15.827914,264.55453,6.0718303,7.7555313,22.909042,73.484276,24.43603,22.897503,25.240368,9.600735,67.87763,12.06686,9.409372,22.925856,24.935534,27.247444,34.727936,22.098776,41.762608,1013.9906,10.070404,17.841099,32.06856,1015.803,149.80988,1018.6289,10.9741,30.584534,25.300482,27.93097,33.3784,31.313112,20.820503,40.368027,83.009544
1009,Baptist Wing Lung Secondary School,22.39879101,113.971028,157.91078882517743,-0.31157165383615976,0.06643750482860657,12.245687074789886,4.009720476639394,2.763430183216944,2025.640722102128,0.07461562,1.0000000000000426,1.000000000000135,0.9999520122266798,0.8358172835175314,0.5317552994745758,2.5733560538704876,4.402054596349072,6.27900628071928,8.385167158763773,9.877721782707265,74.53273,68.867256,57.136063,28.46605,18.386036,73.59165,35.76212,7.2960696,1012.6288,23.727043,9.0103035,24.191004,6.2977824,32.123264,493.98026,32.5978,12.993712,19.604088,29.384478,17.533197,29.384481,1903.8997,364.00192,33.206055,79.098076,947.4758,110.92735,947.255,110.92735,8.294173,69.73444,73.030594,20.415257,74.89364,24.526701,29.871946,15.458135,25.494122,68.41666,28.197546,7.618475,23.466267,1012.6025,32.548225,22.340929,26.442215,29.000826,6.4923086,33.206055,11.605216,24.783775,30.148947,1020.3336,17.824211,36.71582,35.76212,14.639076,24.238432,31.755829,34.92833,33.205868,1005.1041,78.61889,23.43679,20.86429,1008.565,31.192663,11.124619,21.184923,261.71335,23.502834,26.447006,287.5034,1019.9759,31.455362,26.032438,12.68424,19.564344,15.03406,79.50555,68.727325,11.306941,11.478253,364.00192,12.993712,16.054676,6.6818843,8.665862,11.035082,78.10134,27.690725,1005.6622,16.019129,23.235994,29.463913,26.056684,20.007671,1008.9576,65.20245,18.683197,27.616762,74.38214,9.513261,26.856441,1005.3584,78.03436,1017.101,321.7605,7.8505936,17.483534,14.923473,21.450323,19.273563,20.022253,17.331354,227.75035,7.2960696,8.755002,23.019709,66.70896,24.719183,24.29094,26.698,6.38951,64.499626,13.097285,7.075707,23.900005,26.272997,28.559973,35.364742,22.972189,41.00549,1013.7583,10.304898,19.327372,33.328094,1016.139,153.33473,1017.9882,12.188306,32.121365,26.68981,29.15685,34.633,32.5978,22.233196,43.289005,76.862976
1010,San Wui Commercial Society Secondary School,22.4082,113.96319,132.31476405374298,-6.711403898882111,-0.3761026335640265,48.21832249634242,16.37938165901213,11.108218018035608,2812.1177962474735,0.22096936,1.0000000000000426,1.000000000000135,0.9991557819668724,0.8046199393359209,0.4975046174427045,9.908573814165921,17.812228484045576,28.362581041471003,35.0303595843764,39.73274414760836,21.615236,19.889042,18.835363,28.888966,18.257732,75.37126,35.526424,6.63746,1012.6108,23.212484,9.965136,23.783844,6.798922,33.62819,493.8712,32.36972,12.153245,20.216473,28.959713,17.126898,28.962963,1875.9078,360.6262,34.29641,78.57331,928.3288,111.09325,910.3523,111.09325,7.4425135,70.515526,75.3782,19.837635,77.12079,24.531116,29.67375,15.331899,24.984291,69.069786,27.815556,8.42258,22.904776,1012.4537,32.258804,22.172506,25.834585,28.503456,7.358778,34.29641,12.755175,24.639765,30.002312,1020.1498,17.233889,36.8279,35.526424,13.834633,23.776035,31.523663,34.935886,33.031216,1005.1213,79.194084,22.927269,20.226265,1008.5391,31.078184,12.492578,21.117613,256.2051,23.443571,26.4155,281.6904,1020.0265,31.334896,25.826452,12.196795,19.42455,14.934763,81.578735,70.70839,12.463997,10.566496,360.6262,12.153245,15.452709,7.457002,8.143995,12.54795,80.31193,27.584265,1005.7358,15.235435,22.513245,29.405281,25.510315,19.85047,1008.9522,62.35268,18.57141,27.59175,77.01797,9.372871,26.774788,1005.4244,79.778656,1017.1475,311.49744,8.951945,16.960613,14.358447,21.446972,18.563768,19.539894,16.723507,225.35645,6.6685734,8.609464,23.145536,69.27021,24.578432,23.69567,26.175293,7.262891,65.0236,12.443157,7.840418,23.444075,25.680613,28.091919,35.204224,22.500439,39.96895,1013.837,10.1931505,18.517216,33.052113,1015.9522,153.7376,1017.9898,13.418857,31.911556,26.090893,28.695919,34.32551,32.36972,21.642984,44.278793,78.55707
1011,Pui Ching Middle School (Hong Kong),22.31746,114.17755,216.88405017671874,1.3231453175413546,0.15849438294680843,28.485943005413137,13.65900471920115,8.078314219194331,1505.9959378147605,0.10136975,1.0000000000000426,0.9979878138943344,0.7991044829345159,0.7853689756464535,0.6931562703959497,7.494294172246719,11.40901460642248,15.702692885370293,20.21540221360977,23.427513164648914,59.658775,56.796043,56.08403,27.78267,18.827646,77.140045,35.653736,7.871071,1012.6798,23.438341,8.994048,23.854706,5.455457,29.28491,494.383,32.276695,13.64841,18.628284,29.151403,17.327728,29.152618,2288.837,449.0345,30.255844,82.325424,1177.5974,101.51606,1168.4666,101.51606,8.716907,72.02293,76.819,20.145306,79.10204,24.813356,29.011875,16.192396,25.702744,71.86571,28.083956,8.62235,23.475254,1012.7464,32.073708,22.778048,26.528774,28.97385,8.580357,30.255844,10.517179,25.231682,29.07254,1020.2136,17.742445,33.11189,35.653736,15.069294,24.077766,31.10754,34.60954,32.4652,1005.2436,81.91725,22.882406,20.665838,1008.5408,30.19752,9.040825,20.192043,355.8309,22.231754,25.565577,340.69556,1019.8964,30.85652,25.39011,12.766577,19.986591,15.237885,82.94216,71.709724,9.909272,11.645029,449.0345,13.64841,16.090393,9.120822,9.036853,8.792621,82.552376,26.81927,1005.8629,16.16548,23.421928,28.551678,25.728268,19.405306,1009.0526,115.07765,19.373629,26.690027,76.89697,10.316015,25.832684,1005.4329,81.19315,1016.9409,372.7319,8.566891,16.94366,14.691844,20.959473,19.39915,19.210318,16.965412,284.7681,7.8774414,8.482375,23.27021,70.9832,25.02861,24.12907,26.218006,8.23328,67.35237,13.923478,8.296025,23.885786,26.30037,28.303162,35.207687,23.216879,38.14834,1013.6558,10.936783,19.778727,32.68158,1016.1714,148.34666,1018.4002,9.766574,31.435469,26.621313,28.951462,34.11715,32.276695,22.132177,48.96963,82.18928
1012,Ho Dao College (Sponsored by Sik Sik Yuen),22.43391857,113.9996687,222.18462299337503,0.8196903029856903,0.3399558002495758,15.681092236288247,3.691954460979179,2.415349537176993,3543.2751531225413,0.14571604,1.0000000000000426,1.000000000000135,1.0000000000004956,0.8908490116304627,0.6656009836559625,2.102325748747826,3.6944681266208965,6.029052248886471,9.19671660569321,11.30692613905399,50.775833,48.52528,46.55404,29.478,18.403715,75.031136,35.906654,6.4286575,1012.6645,23.449545,7.82936,23.995209,6.8243065,33.730324,497.3436,32.68405,12.452439,20.231611,29.232775,17.278086,29.232775,1907.45,363.25394,33.27545,79.54677,959.7944,107.3457,959.7944,107.3457,7.4541454,71.18764,74.018684,20.013266,75.765465,24.584,29.937431,15.597717,25.073385,66.826126,27.946331,6.821967,23.168219,1012.6248,32.62228,22.359884,26.07405,28.783424,5.990672,33.27545,9.866555,24.916248,30.183315,1020.5163,17.37052,35.08181,35.906654,13.97165,24.018415,31.74514,35.105267,33.346775,1005.1471,80.12106,23.254604,20.495466,1008.5266,31.300247,9.348126,21.332521,269.82144,23.62711,26.675785,283.1417,1020.0672,31.648619,26.060331,12.489571,19.639816,14.918925,80.9635,70.54102,9.6694355,10.853843,363.25394,12.452439,15.707832,6.1817164,7.9469514,9.226661,79.37806,27.862484,1005.6609,15.48925,22.688686,29.662079,25.71241,20.064476,1008.9402,69.0033,18.775084,27.888487,76.18636,9.364872,27.026276,1005.3022,79.787315,1017.1048,326.7189,6.8675485,17.20552,14.4073515,21.440079,18.659897,19.764757,16.92556,227.343,6.4286575,7.4088235,23.203346,68.41816,24.819407,23.931559,26.48065,5.9753366,65.821175,12.266892,6.4008255,23.721127,25.931845,28.35781,35.49817,22.54551,38.98843,1013.7061,10.175715,18.705435,33.333786,1016.183,151.85313,1018.1948,10.194661,32.16535,26.339262,28.966003,34.60165,32.68405,21.844694,42.142776,78.185196
1013,Tak Sun Secondary School,22.41019536,114.2219192,211.19324780075058,0.36934926472557156,0.11159328066857303,11.63646734227544,8.802833765278594,4.670385138621672,230.54743942627692,0.1318819,0.7592960990786362,0.8102133954865258,0.8309901827361177,0.7763562170392445,0.8372863591352984,4.587979882680771,6.288931689921886,7.886418084543214,9.5252948005558,9.636467342275438,43.767895,34.373333,25.49187,28.249855,18.731524,77.723015,35.6542,7.404347,1012.7199,23.226183,8.643575,23.482403,5.34186,28.263874,506.6593,32.09636,13.201754,18.894606,28.815046,16.813894,28.95077,2229.5151,459.441,28.821663,84.181206,1168.9775,101.12669,1166.931,101.12669,8.081758,73.49803,77.168396,19.845352,79.35201,24.676113,28.475613,16.243744,25.59356,68.81284,27.944637,9.028217,23.231752,1012.67847,32.094826,22.794136,26.221838,28.8126,9.933108,28.821663,7.9782495,25.101923,28.741774,1020.22565,17.309383,30.834997,35.533585,14.599761,23.993639,31.017635,34.177887,32.00433,1005.1755,82.030945,22.765411,20.544674,1008.52466,29.368824,7.4680204,19.582832,356.4093,21.598745,24.736765,342.55475,1019.9911,30.882107,24.749325,12.427638,19.878492,14.980252,82.52996,72.942245,7.829635,11.028507,459.441,13.201754,15.741472,10.357795,8.636189,6.9872894,82.24336,26.173868,1005.7697,15.606058,23.19307,28.059263,25.5342,18.763496,1009.00995,106.99789,19.359991,26.07841,77.58013,10.46894,25.389797,1005.513,81.291176,1017.0295,352.05945,8.947954,16.691975,14.180657,20.55487,19.18019,18.8918,16.622242,252.22237,7.411791,8.393905,23.25739,73.13627,24.957657,23.906849,26.126316,9.930601,68.78248,13.516939,9.285485,23.879744,26.008976,28.232874,35.621716,23.055525,41.47003,1013.7606,10.632002,19.303019,33.176586,1016.2543,146.74931,1018.7063,7.5826364,30.871174,26.361252,28.894636,34.584385,31.999882,21.768885,43.1415,82.1212
1016,T.W.G.Hs Chen Zao Men COLLEGE,22.36433919,114.1289216,177.50323430471616,-1.7931244735716827,-0.10120735405447878,56.62365970127671,59.11764053190987,24.512924091849897,1652.4055908556768,0.13502768,1.0000000000000426,0.9997001912047239,0.921850891493006,0.8554273749903932,0.7610715233927897,24.049913741951304,32.54429904817502,42.522811381726186,51.31752088547959,53.820690173444824,47.27699,51.665092,52.653088,28.355938,18.50854,76.6768,35.45851,7.102575,1012.7252,23.260357,8.853195,23.674807,5.7772717,30.483126,490.1203,32.063984,13.113753,18.950233,28.89581,17.163551,28.916868,2253.2087,452.8077,29.985252,83.36554,1162.5483,103.73954,1101.7452,103.73954,7.929707,71.85736,76.148384,19.922062,78.11496,24.615229,28.987474,15.903075,25.387718,70.892494,27.9063,8.220828,23.172092,1012.6292,31.896088,22.51544,26.197544,28.6843,8.2227955,29.985252,10.349942,24.974995,29.05355,1020.2312,17.467306,33.332066,35.45851,14.517515,23.911152,30.88229,34.430664,32.396988,1005.23,81.83821,22.814892,20.471235,1008.6586,30.283094,9.234489,20.3534,349.3859,22.416367,25.637772,347.03632,1020.0555,30.769884,25.4047,12.428625,19.685215,14.965245,83.07184,71.49321,10.010292,11.1355715,452.8077,13.113753,15.850659,8.716631,8.5990715,9.015831,82.14806,26.928988,1005.8543,15.744021,22.94425,28.592615,25.484674,19.452215,1009.0963,103.948006,18.968607,26.838552,76.706535,9.767949,25.863718,1005.4942,80.87549,1017.1137,360.35474,8.369986,16.906961,14.484632,21.059797,18.846403,19.248146,16.827438,273.097,7.281292,8.242805,23.009737,69.93448,24.772566,23.914045,26.084513,7.983675,66.90606,13.283231,7.9697905,23.656446,25.984787,28.061106,35.068996,22.900816,40.422222,1013.7912,10.495778,19.240965,32.558357,1016.0918,148.85773,1018.4575,9.901277,31.327715,26.350159,28.73405,33.949852,32.063984,21.881365,43.08925,81.027115
1017,Queen's College Old Boy's Association Secondary School,22.36134524,114.0994924,171.8107066064944,5.576534341676564,0.46089374980873643,31.91828414493251,16.792617572782614,11.565916689775644,286.5208467355758,0.1968773,0.7411974435279144,0.7361595888492861,0.7817664208236592,0.709480306545592,0.7156082645267359,10.897973840684887,18.447035829520104,26.227510208082414,29.48891874365655,29.91828414493251,38.644375,32.776386,27.064495,27.565845,18.769178,76.571236,35.180416,7.614573,1012.7421,23.37577,11.243421,23.693462,5.185582,28.512896,486.97513,31.806686,13.622522,18.184164,28.578485,17.221401,28.859947,2047.9843,426.2391,27.327496,84.29391,1072.937,94.48828,1042.7252,94.48828,8.779919,71.11284,76.17108,20.115047,78.06438,24.782661,28.749254,16.295082,25.568153,69.651375,27.851675,11.637119,23.282001,1012.8207,31.763643,22.85427,26.295399,28.753271,11.888344,27.327496,11.627148,25.052126,28.821808,1020.4116,17.727295,28.488224,35.09844,15.1819515,24.001316,30.752745,34.03204,32.10346,1005.1824,81.30805,22.902622,20.813168,1008.5719,29.822218,10.343312,19.953178,323.9596,22.06661,24.855736,318.046,1019.91455,30.37369,25.192533,12.89522,19.744455,15.138799,83.26974,71.00928,11.12343,11.334256,426.2391,13.622522,16.003946,12.395989,8.994022,10.22249,82.334785,26.461975,1005.7833,15.92369,23.546041,27.9667,25.715607,19.129738,1009.01794,91.78571,19.259502,26.046429,76.87487,10.4126625,25.52821,1005.59753,80.77922,1017.0165,319.8707,11.236738,17.056166,14.752075,20.68895,19.675667,19.20051,16.999891,229.03084,7.6182857,10.229639,23.252836,71.09201,24.851208,24.040949,26.176092,11.475093,66.12114,13.908865,11.4421425,23.913939,26.091614,28.158033,35.0939,23.020887,38.67256,1013.73865,10.691307,19.831705,32.599625,1016.3244,140.34329,1018.52625,11.299583,31.023525,26.464592,28.845083,34.015594,31.764862,22.118954,34.56933,80.71732
3000,Personal Weather Station at Sha Pa Village (Courtesy of Mr. Daniel Van Hoy),22.449627,114.135849,182.9924328012538,0.6166987603336628,0.29627462927017467,46.541869191322114,6.166019605498188,4.059918673335624,4328.140308429601,0.26606932,1.0000000000000426,1.000000000000135,1.0000000000004956,0.9876401525336355,0.941637292888171,3.8887328743913137,7.209688159403645,11.471121861290886,16.03285410038649,23.109646210762026,18.316643,15.324104,11.342541,30.907112,18.377586,78.24812,35.83379,4.9266768,1012.7938,22.767794,5.916155,23.296257,7.1551228,34.27982,504.417,32.397236,11.52634,20.870895,28.687056,16.551565,28.687056,2222.3232,450.78485,31.548183,83.71133,1165.7322,106.21015,1165.7322,106.21015,5.819761,73.25552,77.68215,19.071259,79.49757,24.631979,29.242144,15.759313,24.4413,67.00534,27.507359,6.2419243,22.469542,1012.6699,32.3893,22.371063,25.31517,28.323744,6.321905,31.548183,6.392097,24.905046,29.468437,1020.5582,16.498709,34.724792,35.815872,12.943325,23.474644,31.279797,34.993935,32.778244,1005.1876,82.156334,22.591703,19.713127,1008.5572,30.538912,5.53405,20.73998,358.23746,22.839716,26.200802,328.48224,1020.3094,31.492373,25.453688,11.886191,19.62401,14.702966,84.0024,73.64078,6.343242,9.485343,450.78485,11.52634,14.989965,6.698306,6.806264,5.0897765,83.17691,27.248306,1005.7554,14.391487,21.780043,29.271284,24.911081,19.625278,1008.992,98.87381,18.889284,27.516882,79.43338,9.530479,26.394812,1005.4024,82.566765,1017.2678,356.70984,5.5241838,16.35989,13.383204,21.091269,17.414223,18.8471,15.955355,262.4709,4.9266768,4.382513,23.31087,73.42127,24.78094,23.168,25.805403,6.26434,68.58245,10.924479,6.0961156,23.289364,25.18958,27.848112,35.805748,21.796507,39.937187,1013.8081,10.138903,17.657637,33.250057,1016.248,153.40326,1018.7707,6.1053996,31.56415,25.551268,28.508379,34.472683,32.397236,21.022087,40.145245,81.56201
