"","tavg","prcp","wspd_anomaly","wdir_sin","wdir_cos","pres"
"1",0.141586867305062,0.609097127222982,0.753761969904241,0.772229822161423,0.333789329685363,0.988372093023256
"2",0.141586867305062,0.609097127222982,0.333789329685363,0.62140902872777,0.670656634746922,0.980848153214774
"3",0.197674418604651,0.609097127222982,0.292749658002736,0.577291381668947,0.699726402188782,0.944254445964432
"4",0.203146374829001,0.609097127222982,0.254445964432285,0.757865937072503,0.572845417236662,0.889192886456908
"5",0.276333789329685,0.609097127222982,0.875170998632011,0.874145006839945,0.386456908344733,0.868673050615595
"6",0.329343365253078,0.609097127222982,0.95109439124487,0.796853625170999,0.344733242134063,0.826949384404925
"7",0.371751025991792,0.609097127222982,0.0779753761969904,0.411422708618331,0.833447332421341,0.728796169630643
"8",0.353625170998632,0.609097127222982,0.583105335157319,0.647058823529412,0.648426812585499,0.809507523939809
"9",0.214090287277702,0.609097127222982,0.969904240766074,0.938098495212038,0.48187414500684,0.776333789329685
"10",0.284199726402189,0.609097127222982,0.631326949384405,0.874145006839945,0.514021887824897,0.666210670314637
"11",0.244870041039672,0.609097127222982,0.540355677154583,0.261285909712722,0.981190150478796,0.632352941176471
"12",0.0933652530779754,0.609097127222982,0.690834473324213,0.148768809849521,0.866963064295486,0.747948016415869
"13",0.145690834473324,0.609097127222982,0.390218878248974,0.537619699042408,0.729822161422709,0.747948016415869
"14",0.203146374829001,0.609097127222982,0.795827633378933,0.971272229822161,0.44015047879617,0.805403556771546
"15",0.234610123119015,0.609097127222982,0.973324213406293,0.971272229822161,0.44015047879617,0.764021887824897
"16",0.26265389876881,0.609097127222982,0.865253077975376,0.706224350205198,0.602941176470588,0.720588235294118
"17",0.10499316005472,0.609097127222982,0.859097127222982,0.133378932968536,0.850889192886457,0.864227086183311
"18",0.126538987688098,0.609097127222982,0.292749658002736,0.458960328317373,0.795485636114911,0.848495212038304
"19",0.0978112175102599,0.609097127222982,0.624145006839945,0.277701778385773,0.964090287277702,0.897058823529412
"20",0.101573187414501,0.609097127222982,0.166894664842681,0.294459644322845,0.944938440492476,0.92202462380301
"21",0.178522571819425,0.609097127222982,0.875170998632011,0.90389876880985,0.497948016415869,0.917236662106703
"22",0.26265389876881,0.609097127222982,0.365595075239398,0.512995896032832,0.749316005471956,0.819425444596443
"23",0.343365253077975,0.609097127222982,0.292749658002736,0.626196990424077,0.665184678522572,0.707592339261286
"24",0.348153214774282,0.609097127222982,0.678864569083447,0.816689466484268,0.543775649794802,0.75547195622435
"25",0.25547195622435,0.609097127222982,0.776675786593707,0.90389876880985,0.497948016415869,0.666210670314637
"26",0.04890560875513,0.609097127222982,0.931600547195622,0.242134062927497,0.989398084815321,0.655608755129959
"27",0.0177838577291382,0.609097127222982,0.85499316005472,0.261285909712722,0.981190150478796,0.720588235294118
"28",0.0177838577291382,0.609097127222982,0.631326949384405,0.318399452804378,0.923050615595075,0.822845417236662
"29",0.0277017783857729,0.609097127222982,0.593365253077975,0.347127222982216,0.89500683994528,0.897058823529412
"30",0.0424076607387141,0.609097127222982,0.715800273597811,0.36593707250342,0.879616963064295,0.911764705882353
